0x00000001,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1--apc-index-mismatch,APC_INDEX_MISMATCH,The APC_INDEX_MISMATCH bug check has a value of 0x00000001. This indicates that there has been a mismatch in the asynchronous procedure calls (APC) state index.
0x00000002,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x2--device-queue-not-busy,DEVICE_QUEUE_NOT_BUSY,The DEVICE_QUEUE_NOT_BUSY bug check has a value of 0x00000002.
0x00000003,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x3--invalid-affinity-set,INVALID_AFFINITY_SET,The INVALID_AFFINITY_SET bug check has a value of 0x00000003.
0x00000004,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x4--invalid-data-access-trap,INVALID_DATA_ACCESS_TRAP,The INVALID_DATA_ACCESS_TRAP bug check has a value of 0x00000004. It indicates an incorrect data access trap.
0x00000005,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x5--invalid-process-attach-attempt,INVALID_PROCESS_ATTACH_ATTEMPT,"The INVALID_PROCESS_ATTACH_ATTEMPT bug check has a value of 0x00000005. This generally indicates that the thread was attached to a process in a situation where that is not allowed. For example, this bug check could occur if <strong>KeAttachProcess</strong> was called when the thread was already attached to a process (which is illegal), or if the thread returned from certain function calls in an attached state (which is invalid),"
0x00000006,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x6--invalid-process-detach-attempt,INVALID_PROCESS_DETACH_ATTEMPT,The INVALID_PROCESS_DETACH_ATTEMPT bug check has a value of 0x00000006.
0x00000007,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x7--invalid-software-interrupt,INVALID_SOFTWARE_INTERRUPT,The INVALID_SOFTWARE_INTERRUPT bug check has a value of 0x00000007.
0x00000008,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x8--irql-not-dispatch-level,IRQL_NOT_DISPATCH_LEVEL,The IRQL_NOT_DISPATCH_LEVEL bug check has a value of 0x00000008.
0x00000009,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x9--irql-not-greater-or-equal,IRQL_NOT_GREATER_OR_EQUAL,The IRQL_NOT_GREATER_OR_EQUAL bug check has a value of 0x00000009.
0x0000000A,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xa--irql-not-less-or-equal,IRQL_NOT_LESS_OR_EQUAL,The IRQL_NOT_LESS_OR_EQUAL bug check has a value of 0x0000000A. This indicates that Microsoft Windows or a kernel-mode driver accessed paged memory at an invalid address while at a raised interrupt request level (IRQL). This is typically the result of either a bad pointer or a pageability problem.
0x0000000B,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xb--no-exception-handling-support,NO_EXCEPTION_HANDLING_SUPPORT,The NO_EXCEPTION_HANDLING_SUPPORT bug check has a value of 0x0000000B.
